112|250|0|mlp
112|8222|0|bgp
112|12931|0|mlp
112|13135|0|mlp
112|14061|0|bgp
112|15388|0|mlp
112|15435|0|bgp
112|31019|0|bgp
112|35053|0|mlp
112|35833|0|mlp
112|36040|0|mlp
112|37640|0|bgp
112|49463|0|bgp
112|51185|0|bgp
112|58308|0|bgp
112|200548|0|mlp
159|3112|0|bgp
250|12931|0|mlp
250|13135|0|mlp
250|15388|0|mlp
250|35053|0|mlp
250|35833|0|mlp
250|36040|0|mlp
250|200548|0|mlp
806|2653|0|bgp
1200|4382|0|ark
1200|4855|0|ark
1200|5390|0|ark
1200|5500|0|ark
1200|6717|0|ark
1200|6779|0|ark
1200|7160|0|ark
1200|8315|0|ark
1200|8632|0|ark
1200|8922|0|ark
1200|9228|0|ark
1200|12399|0|ark
1200|12576|0|ark
1200|12871|0|ark
1200|12931|0|ark
1200|13226|0|ark
1200|13445|0|ark
1200|15435|0|ark
1200|15516|0|ark
1200|15542|0|ark
1200|15692|0|ark
1200|15839|0|ark
1200|16211|0|ark
1200|16376|0|ark
1200|21099|0|ark
1200|21267|0|ark
1200|21315|0|ark
1200|21371|0|ark
1200|22363|0|ark
1200|24526|0|ark
1200|24608|0|ark
1200|25151|0|ark
1200|25182|0|ark
1200|25596|0|ark
1200|28757|0|ark
1200|28788|0|ark
1200|28792|0|ark
1200|28929|0|ark
1200|29141|0|ark
1200|31084|0|ark
1200|31472|0|ark
1200|31631|0|ark
1200|31673|0|ark
1200|33873|0|ark
1200|33941|0|ark
1200|34577|0|ark
1200|34758|0|ark
1200|34790|0|ark
1200|35131|0|ark
1200|35617|0|ark
1200|35826|0|ark
1200|39522|0|ark
1200|39729|0|ark
1200|40627|0|ark
1200|41354|0|ark
1200|41480|0|ark
1200|41497|0|ark
1200|41695|0|ark
1200|42004|0|ark
1200|42093|0|ark
1200|42228|0|ark
1200|42248|0|ark
1200|42735|0|ark
1200|43013|0|ark
1200|43068|0|ark
1200|43293|0|ark
1200|44034|0|ark
1200|47217|0|ark
1200|47622|0|ark
1200|49136|0|ark
1200|49609|0|ark
1200|49784|0|ark
1200|50295|0|ark
1200|50324|0|ark
1200|50343|0|ark
1200|50857|0|ark
1200|50957|0|ark
1200|51580|0|ark
1200|51918|0|ark
1200|55679|0|ark
1200|56329|0|ark
1200|56730|0|ark
1200|57124|0|ark
1200|57400|0|ark
1200|57624|0|ark
1200|57872|0|ark
1200|57976|0|ark
1200|59278|0|ark
1200|62244|0|ark
1200|197075|0|ark
1200|197902|0|ark
1200|198091|0|ark
1200|199335|0|ark
1422|14061|0|bgp
1798|2635|0|bgp
1798|3582|0|bgp
1798|3842|0|bgp
1798|3853|0|bgp
1798|4043|0|bgp
1798|4382|0|bgp
1798|4773|0|bgp
1798|4855|0|bgp
1798|6366|0|bgp
1798|6456|0|bgp
1798|8403|0|bgp
1798|9228|0|bgp
1798|10137|0|bgp
1798|10431|0|bgp
1798|10488|0|bgp
1798|10848|0|bgp
1798|10973|0|bgp
1798|10993|0|bgp
1798|11045|0|bgp
1798|11090|0|bgp
1798|11233|0|bgp
1798|11922|0|bgp
1798|11995|0|bgp
1798|13409|0|bgp
1798|13427|0|bgp
1798|13722|0|bgp
1798|13857|0|bgp
