263739|0
394811|0
50858|5
17155|0
43272|0
13428|0
3275|0
199883|0
203385|0
37584|0
201424|0
263458|0
394530|0
263572|8
58254|0
20202|0
51009|0
52970|0
21759|0
11606|0
42413|0
44374|0
14852|0
134066|0
202023|3
47620|0
24472|0
59891|52
28533|0
59340|0
23183|0
54246|0
55951|0
41108|0
263255|0
56990|127
59996|0
25267|0
41354|128
58035|0
51384|0
49439|0
18038|0
34215|2
22308|0
11387|0
42194|0
15657|0
13696|0
55076|0
262974|0
39829|0
394046|0
26106|1
24986|0
59121|0
59715|0
32584|0
19462|0
53771|0
11106|0
14352|0
12663|0
35278|0
199118|0
34684|0
8147|0
26072|0
49220|0
22683|0
20978|0
22089|0
44704|0
9991|0
48222|0
26335|1
38769|7
611|0
6842|0
51764|1
12876|6
24783|0
63188|0
44439|0
45980|0
35059|0
198899|0
264435|0
6561|0
52640|8
51483|3
36259|5
30139|0
62907|0
32100|0
56256|0
60749|2
43390|0
8661|0
42540|0
47066|0
197768|0
263304|0
7663|0
17671|7
30795|0
54373|0
44220|0
9491|0
14954|0
2840|0
127|0
199448|0
37165|0
262271|0
59780|0
61147|0
62688|0
50590|0
21324|0
43939|0
8442|0
13839|0
34749|0
198589|0
38251|0
264125|0
25113|0
57881|0
28098|0
18478|0
31600|0
62336|4
22154|0
9272|0
15519|0
199245|0
131748|0
393892|0
200786|0
26793|0
59561|0
26215|0
32446|0
19564|0
17603|0
45277|0
35124|0
131467|0
34530|0
132834|0
40761|0
393611|0
60663|0
32165|0
29436|0
31326|4
44566|0
13339|0
36210|0
198089|0
394697|0
41356|97
57468|4
52881|0
51176|0
23631|0
199547|6
15019|0
262320|0
40558|0
38597|0
25715|0
24002|0
17119|0
41090|4
57363|1
8507|0
14738|0
47506|0
16105|0
197886|0
204117|0
5548|0
59907|0
50717|0
24436|0
55243|0
200430|1
15824|0
48592|0
35470|0
197605|0
38972|0
37011|0
200851|0
32767|0
62550|0
23131|0
55899|0
41056|0
12574|0
134860|0
395043|0
19348|0
55618|0
20889|0
53657|0
55024|0
206766|0
48133|0
200115|0
47269|1
5048|0
53088|8
24950|0
57718|0
50217|0
56448|0
54759|0
48108|0
2202|0
197105|0
262641|0
34970|0
38662|0
132680|0
15516|3
25780|0
29282|0
31147|1
55415|0
44668|0
9939|0
46977|0
3288|0
1343|0
132415|0
201453|0
204182|0
25499|0
27460|0
29001|0
51616|0
19975|0
52743|0
61769|0
44387|0
42426|0
13160|0
199631|0
38|0
196646|0
201172|0
28176|8
26585|0
59353|0
49415|127
49733|0
19950|0
52718|0
43082|0
21491|0
54259|0
36621|0
1124|0
33892|0
38162|0
263268|0
58048|0
51413|0
22915|0
24282|0
22321|0
9455|0
199412|0
131915|0
394059|0
37113|0
396020|0
52243|0
11135|0
41942|0
43903|0
14381|0
2523|0
35291|0
47149|0
60574|0
26101|0
22696|0
55464|0
10004|0
48235|0
46274|0
131696|0
262768|0
6871|0
24796|0
57564|0
61834|0
63201|0
42587|3
21837|0
23798|0
56566|0
47954|0
19679|6
2048|0
34816|0
133120|0
38764|0
58394|0
262601|8
30152|0
23517|0
206987|0
42553|0
48784|0
14327|0
263333|0
7676|0
40444|0
28863|0
51478|0
52845|0
18116|0
24347|0
35637|0
197516|0
396085|0
4410|0
59793|0
26447|0
59215|0
44816|1
40983|0
3955|0
60895|0
48917|14
18491|0
51259|0
196865|3
46339|0
395866|0
262833|0
39688|0
200815|0
203528|0
26822|0
26228|0
32459|0
63266|0
56631|0
262454|8
10981|0
43749|0
15251|0
21902|0
198977|0
33176|0
198399|0
264513|0
40790|0
262552|0
27652|0
52064|0
10700|0
206714|0
13352|0
263654|0
4756|0
30873|0
61936|0
30295|0
18181|0
11530|0
8801|0
44298|0
47800|0
198774|0
205|0
264310|0
40571|0
28457|0
62782|0
52629|0
56131|0
207089|0
8520|0
41288|0
46941|0
36788|0
197643|0
135092|0
263179|0
64462|0
28709|0
18812|0
2635|152
17962|0
50730|0
262784|8
44095|0
9366|0
22488|0
55256|0
33778|0
197618|0
200864|0
38985|0
61022|0
32524|0
50449|0
21199|0
53967|0
47316|0
133506|0
264578|0
1840|0
36569|0
38126|0
60741|0
31475|0
52129|0
49400|0
12132|0
10171|0
44900|0
48146|0
200128|0
262695|0
203646|0
63962|0
63112|0
53231|0
50246|0
43595|0
34999|0
33038|0
7868|0
27754|0
56196|0
20699|0
10546|0
9952|0
16199|0
14238|0
34124|0
197964|0
4858|0
201466|0
40355|0
63503|0
61798|0
51645|0
47254|135
14894|0
199644|0
19963|0
16978|0
52731|0
10343|0
41150|0
48748|0
46787|0
266010|0
33905|0
263281|0
28038|0
25309|0
62347|0
51426|0
49465|0
22928|0
24311|0
262902|8
42236|0
2561|0
35329|0
133633|0
36886|0
394072|0
197727|1
26139|0
26989|0
59757|0
24030|0
21045|0
56798|0
41955|0
45201|0
18382|1
19223|0
51991|0
24994|3
11978|0
44746|0
15480|0
133352|5
199990|0
13535|0
46303|0
37691|0
61863|0
53077|0
51116|0
46886|1
8712|0
13254|0
198685|0
196980|0
393588|0
7714|0
13501|1
25655|0
58423|0
30181|0
17043|0
49811|0
56298|0
10392|0
48813|0
46852|0
3163|0
58142|0
18723|0
18129|0
50897|0
22415|0
57128|0
9533|0
48532|0
25375|2
62915|1
263065|0
394137|0
37207|0
32691|0
29706|0
12347|2
52577|0
55839|0
21366|0
11213|0
8228|0
62474|0
203591|3
198631|0
39998|0
38037|0
264167|0
25155|0
49327|0
55558|0
24157|0
54964|0
42082|0
15545|0
133751|0
131790|0
36988|0
200828|0
26835|0
20374|0
21915|0
41801|0
48032|0
35166|0
262581|0
198156|0
393653|0
60433|0
55339|0
44592|0
206487|0
13381|0
3228|0
34291|0
263667|0
4769|0
27640|0
15839|128
24671|0
57439|0
61709|0
20155|0
18194|0
50962|0
23657|0
29680|38
8830|0
30902|0
196826|0
262362|0
201096|0
327898|0
37519|1
31988|0
52642|0
17145|0
8549|0
56407|1
15891|0
46954|0
36801|0
263192|0
200641|0
38358|0
7551|0
45834|3
53582|2
57988|0
18569|0
49632|0
27181|0
59949|0
22517|0
55285|0
133800|0
262927|0
135357|0
200893|0
59668|0
26306|0
59074|0
17710|0
50478|0
27697|0
14561|0
35231|0
36598|0
132941|0
60754|0
58793|0
19390|0
22892|0
20931|0
55660|0
13446|0
262708|0
393780|0
5090|0
201698|0
63991|0
34788|3
201081|2
54529|0
43608|0
12397|0
45165|0
196891|0
58590|0
51939|0
17210|0
56209|0
43343|0
8614|0
9981|0
16212|0
17457|1
396290|0
34137|0
4631|0
57311|0
54326|0
44173|0
16363|5
28332|0
61100|0
29873|0
19720|0
17007|0
49775|0
54045|0
43124|0
41163|0
56006|0
62641|0
46800|0
31084|127
34702|0
7397|0
5436|0
38204|0
40165|0
266137|8
58090|0
18687|0
28051|0
60819|0
24068|0
62360|0
48480|0
395806|0
197493|0
263029|0
39884|0
63462|0
21058|0
43673|0
45230|0
36444|0
1715|0
34483|0
136289|0
201825|0
31350|0
62157|0
55506|0
20777|0
12007|0
10046|0
200003|0
263578|0
61762|8
57350|0
61876|0
30219|0
62987|0
47996|0
13267|0
196737|0
61421|0
20574|0
10421|0
41228|0
42595|0
43189|0
207029|0
14097|0
33999|0
197839|0
37501|0
201341|0
40230|0
263375|0
27348|0
51504|0
16791|0
3512|2
18158|0
50926|0
44275|0
206154|0
24389|0
132022|0
197558|0
6157|0
17877|0
20085|1
41009|0
47240|0
54113|144
13894|0
36509|0
2036|0
34804|0
198644|0
201890|0
12696|4
50204|1
264180|0
16191|2
16572|0
49340|0
55571|0
57936|0
12056|0
62222|0
13613|0
33499|0
262875|0
39730|0
19116|1
53155|0
17658|0
48061|0
28604|8
33218|0
394777|0
40816|0
6103|0
27694|0
17377|0
50145|0
43510|0
44621|0
46162|0
3241|0
6759|0
27413|0
28954|0
30321|0
63089|0
21725|0
11572|0
42379|0
206219|0
13113|0
35728|0
134032|0
39246|0
203086|0
38652|0
262391|0
47842|0
262489|8
31745|0
